Report,CountIfs,Acronym,Description
WGI,1,POA,primary organic aerosols
WGI,2,PP,primary production
WGI,1,PSS-78,Practical Salinity Scale 1978
WGI,1,QBO,quasi-biennial oscillation
WGI,1,RAR,Russian Arctic Region
WGI,6,RCM,regional climate model
WGI,1,RCMIP,Reduced Complexity Model Intercomparison Project
WGI,5,RCP,Representative Concentration Pathway
WGI,3,RF,radiative forcing
WGI,4,RFC,Reasons for Concern
WGI,1,RFE,Russian Far East
WGI,1,RFMIP,Radiative Forcing Model Intercomparison Project
WGI,1,RH,relative humidity
WGI,1,RICH,Radiosonde Innovation Composite Homogenization
WGI,3,RKR,Representative Key Risk
WGI,1,RO,radio occultation
WGI,3,RSL,relative sea level
WGI,3,RSLR,relative sea level rise
WGI,3,SAH,Sahara
WGI,4,SAI,stratospheric aerosol injection
WGI,4,SAM,Southern Annular Mode
WGI,1,SAmerM,South American monsoon
WGI,1,SAO,South Atlantic Ocean
WGI,1,SAOD,stratospheric aerosol optical depth
WGI,4,SAR,IPCC Second Assessment Report
WGI,1,SARF,stratospheric-temperature-adjusted radiative forcing
WGI,4,SAS,South Asia
WGI,1,SAsiaM,South and South East Asian monsoon
WGI,3,SAT,surface air temperature
WGI,2,SAU,Southern Australia
WGI,1,SCA,Southern Central America
WGI,2,SCE,snow cover extent
WGI,1,ScenarioMIP,Scenario Model Intercomparison Project
WGI,1,SCM,simple climate model
WGI,5,SDG,Sustainable Development Goals
WGI,3,SEA,South East Asia
WGI,1,SEAF,South Eastern Africa
WGI,2,SED,Structured Expert Dialogue
WGI,1,SEJ,Structured Expert Judgement
WGI,3,SES,South-Eastern South America
WGI,4,SF6,sulphur hexaflouride
WGI,2,SH,Southern Hemisphere
WGI,1,SIA,sea ice area
WGI,7,SIDS,Small Island Developing States
WGI,1,SIE,sea ice extent
WGI,6,SLCF,short-lived climate forcer
WGI,2,SLE,sea level equivalent
WGI,2,SLP,sea level pressure
WGI,5,SLR,sea level rise
WGI,1,SMAP,Soil Moisture Active Passive
WGI,2,SMB,surface mass balance
WGI,1,SMILE,single-model initial-condition large ensemble
WGI,4,SO2,sulphur dioxide
WGI,1,SO4,sulphate
WGI,2,SOA,secondary organic aerosols
WGI,2,SOI,Southern Oscillation Index
WGI,3,SON,September–October–November
WGI,1,SOO,Southern Ocean
WGI,2,SOx,sulphur oxides
WGI,1,SPCZ,South Pacific Convergence Zone
WGI,3,SPEI,Standardized Precipitation Evapotranspiration Index
WGI,3,SPI,Standardized Precipitation Index
WGI,6,SPM,Summary for Policymakers
WGI,1,SPO,South Pacific Ocean or South Pole Observatory
WGI,5,SR1.5,IPCC Special Report on Global Warming of 1.5°C
WGI,7,SRCCL,IPCC Special Report on Climate Change and Land
WGI,5,SRES,IPCC Special Report on Emissions Scenarios
WGI,4,SREX,IPCC Special Report on Managing the Risk of Extreme Events and Disasters to Advance Climate Change Adaptation
WGI,2,SRI,Standardized Runoff Index
WGI,6,SRM,solar radiation modification
WGI,7,SROCC,IPCC Special Report on the Ocean and Cryosphere in a Changing Climate
WGI,3,SSA,Southern South America
WGI,5,SSP,Shared Socio-economic Pathways
WGI,5,SST,sea surface temperature
WGI,1,SSW,sudden stratospheric warming
WGI,1,STE,stratosphere–troposphere exchange
WGI,2,SW,shortwave
WGI,3,SWE,snow water equivalent
WGI,1,SWS,South-Western South America
WGI,1,SWV,stratospheric water vapour
WGI,2,TAR,IPCC Third Assessment Report
WGI,2,TAV,Tropical Atlantic Variability
WGI,3,TC,tropical cyclone
WGI,3,TCR,transient climate response
WGI,3,TCRE,transient climate response to cumulative CO2 emissions
WGI,1,TCWV,total column water vapour
WGI,3,Tg,teragrams
WGI,1,ThSL,thermosteric sea level
WGI,3,TIB,Tibetan Plateau
WGI,2,TNn,annual minimum daily minimum temperature
WGI,1,TNx,annual maximum daily minimum temperature
WGI,1,TOA,the net top-of-the-atmosphere
WGI,2,ToE,time of emergence
WGI,1,TPI,tripole Index
WGI,1,TRMM,Tropical Rainfall Measuring Mission
WGI,4,TS,Technical Summary
WGI,1,TSI,total solar irradiance
WGI,1,UAH,University of Alabama in Huntsville
WGI,5,UHI,urban heat island
WGI,3,UN,United Nations
WGI,6,UNEP,United Nations Environment Programme
WGI,7,UNFCCC,United Nations Framework Convention on Climate Change
WGI,1,UTLS,upper troposphere and lower stratosphere
WGI,4,UV,ultraviolet
WGI,1,UVic ESCM,University of Victoria Earth System Climate Model
WGI,2,VLM,vertical land motion
WGI,3,VOC,volatile organic compounds
WGI,2,VPD,vapour pressure deficit
WGI,1,VSLS,very short-lived halogenated species
WGI,3,WAF,Western Africa
WGI,1,WAfriM,West African monsoon
WGI,4,WAIS,West Antarctic Ice Sheet
WGI,1,WAN,West Antarctica
WGI,2,WBC,western boundary current
WGI,1,WBGT,wet bulb globe temperature
WGI,1,WC,Walker circulation
WGI,2,WCA,West Central Asia
WGI,2,WCE,Western and Central Europe
WGI,3,WCRP,World Climate Research Programme
WGI,3,WG,IPCC Working Group
WGI,6,WHO,World Health Organization
WGI,1,WMGHG,well-mixed greenhouse gas
WGI,5,WMO,World Meteorological Organization
WGI,2,WNA,Western North America
WGI,1,WNP,Western North Pacific
WGI,1,WOA18,World Ocean Atlas 2018
WGI,2,WSAF,West Southern Africa
WGI,1,WSB,Wilkes Subglacial Basin
WGI,3,WUE,water-use efficiency
WGI,1,YJ,"yottajoule, 10^24 joules"
WGI,2,ZEC,zero emissions commitment
WGI,1,ZJ,"zettajoule, 10^21 joules"
WGII,1,3-PG,Physiological Processes Predicting Growth
WGII,2,A/R,Afforestation and Reforestation
WGII,1,AAI,Africa Adaptation Initiative
WGII,2,AAO,Antarctic Ocean Oscillation
WGII,1,AAS,Australian Academy of Science
WGII,2,ABNJ,Areas Beyond National Jurisdiction
WGII,1,ABS,Australian Bureau of Statistics
WGII,3,AC,Air Conditioning
WGII,1,ACCC,Australian Competition and Consumer Commission
WGII,1,ACCCRN,Asian Cities Climate Change Resilience Network
WGII,2,ACE,Antarctic Climate & Ecosystems Cooperative Research Centre
WGII,1,ACRE,Agriculture and Climate Risk Enterprise
WGII,1,ACT,Australian Capital Territory
WGII,3,ADB,Asian Development Bank
WGII,1,ADW,Alternate Drying and Wetting
WGII,1,AEMO,Australian Energy Market Operator
WGII,3,AF,Africa / Agroecological Farming
WGII,2,AfDB,African Development Bank
WGII,6,AFOLU,"Agriculture, Forestry and Other Land Use"
WGII,1,AFSI,Australian Sustainable Finance Initiative
WGII,2,AgMIP,Agricultural Model Intercomparison and Improvement Project
WGII,1,AHP,Analytic Hierarchy Processing
WGII,4,AI,Artificial Intelligence
WGII,1,AIDR,Australian Institute for Disaster Resilience
WGII,1,AIHW,Australian Institute of Health and Welfare
WGII,1,AK,Alaska
WGII,3,ALT,Active Layer Thickness
WGII,4,AMO,Atlantic Multidecadal Oscillation
WGII,4,AMOC,Atlantic Meridional Overturning Circulation
WGII,1,ANPP,Annual Net Primary Productivity
WGII,3,AOGCM,Atmosphere–Ocean General Circulation Model
WGII,1,AOSIS,Alliance of Small Island States
WGII,1,APP,Agricultural Adaptation and Perception
WGII,1,APRA,Australian Prudential Regulation Authority
WGII,4,AR,Atmospheric River / Assessment Report
WGII,5,AR4,IPCC Fourth Assessment Report
WGII,7,AR5,IPCC Fifth Assessment Report
WGII,6,AR6,IPCC Sixth Assessment Report
WGII,1,ARA,Arab Region of Asia
WGII,1,ARI,Acute Respiratory Infection
WGII,1,ASBEC,Australian Sustainable Built Environment Council
WGII,3,ASE,Amundsen Sea Embayment
WGII,2,ASEAN,Association of Southeast Asian Nations
WGII,1,ASFI,Australian Sustainable Finance Initiative
WGII,1,ASP,Adaptive Social Protection
WGII,1,AT,Air Temperature / Austria
WGII,1,ATLAS,Adaptation Thought Leadership and Assessments
WGII,1,AU,African Union
WGII,1,AUC,Area under the Curve
WGII,1,AUP,Auckland Unitary Plan
WGII,3,BAU,Business-as-Usual
WGII,6,BC,British Columbia
WGII,1,BCH,Built Cultural Heritage
WGII,2,BCR,Benefit-to-Cost Ratio
WGII,1,BDP,The Bangladesh Delta Plan
WGII,3,BE,Belgium
WGII,7,BECCS,Bioenergy with Carbon Capture and Storage
WGII,1,BFV,Barmah Forest Virus
WGII,1,BMPs,Best Management Practices
WGII,1,BOM,Bureau of Meteorology
WGII,1,BORDA,Bremen Overseas Research & Development Association
WGII,2,BR,Biennial Report
WGII,2,BRI,Belt and Road Initiative
WGII,1,BRICS,"Brazil, Russia, India, China and South Africa"
WGII,1,BTM,Bhutanese Traditional Medicine
WGII,3,BVOC,Biogenic Volatile Organic Compounds
WGII,1,C&S,Cities and Settlements
WGII,4,CA,Conservation Agriculture
WGII,3,CAM,Crassulacean Acid Metabolism
WGII,6,CBA,Community-Based Adaptation / Commonwealth Bank of Australia
WGII,5,CBD,Convention on Biological Diversity
WGII,1,CBO,Community-Based Organisations
WGII,1,CBs,Central Banks
WGII,2,CCA,Climate-Change Adaptation
WGII,2,CCAFS,"Climate Change, Agriculture and Food Security"
WGII,1,CCATWG,Climate Change Adaptation Technical Working Group
WGII,2,CCC,Climate Change Committee
WGII,2,CCD,Climate Compatible Development
WGII,1,CCDMF,China Clean Development Mechanism Fund
WGII,1,CCE,Climate-Change Education
WGII,1,CCP,Cross-Chapter Paper
WGII,1,CCRA,Climate Change Response Act
WGII,4,CCRIF,Caribbean Catastrophe Risk Insurance Facility
WGII,6,CCS,Carbon Capture and Storage
WGII,4,CCT,Cirrus Cloud Thinning
WGII,5,CCU,Carbon Dioxide Capture and Utilisation
WGII,1,CDC,Community Development Committees
WGII,4,CDD,Consecutive Dry Days
WGII,1,CDEM,Civil Defence & Emergency Management
WGII,1,CDKN,Climate & Development Knowledge Network
WGII,4,CDM,Clean Development Mechanism
WGII,1,CDMC,Community Disaster Management Committees
WGII,7,CDR,Carbon Dioxide Removal
WGII,3,CE,Circular Economy
WGII,1,CEIC,Census and Economic Information Center
WGII,1,CER,Certified Emissions Reduction
WGII,2,CES,Cultural Ecosystem Services / Circulating and Ecological Sphere
WGII,2,CFC,Chlorofluorocarbon
WGII,1,CFM,Community Forest Management
WGII,1,CFP,Ciguatera Fish Poisoning
WGII,1,CFPP,Coal-Fired Power Plant
WGII,3,CGE,Computable General Equilibrium
WGII,2,CGIAR,Consultative Group on International Agricultural Research
WGII,2,CGRA,Coordinated Global and Regional Assessments
WGII,1,CH,Switzerland
WGII,1,CHIKV,Chikungunya Virus
WGII,1,CHL,Chlorophyll a
WGII,1,CICES,Common International Classification of Ecosystem Services
WGII,3,CID,Climate-Impact Driver
WGII,1,CIS,Climate Information Services
WGII,1,CLP,Community Learning Platform
WGII,3,CMIP,Coupled Model Intercomparison Project
WGII,4,CMIP3,Coupled Model Intercomparison Project Phase 3
WGII,6,CMIP5,Coupled Model Intercomparison Project Phase 5
WGII,7,CMIP6,Coupled Model Intercomparison Project Phase 6
WGII,1,CMR,Crude Mortality Rate
WGII,1,CMSI,Climate Measurement Standards Initiative
WGII,1,CoA,Commonwealth of Australia
WGII,1,COAG,Council of Australian Governments
WGII,1,CODOHSAPA,Centre for Dialogue on Human Settlement and Poverty Alleviation
WGII,6,COP,Conference of the Parties
WGII,1,COP16,16th Session of the Conference of the Parties
WGII,1,COP19,19th Session of the Conference of the Parties
WGII,1,COP26,26th Session of the Conference of the Parties
WGII,1,COPD,Chronic Obstructive Pulmonary Disease
WGII,3,CORDEX,Coordinated Regional Climate Downscaling Experiment
WGII,1,COSSAO,"Corporación De Servicios De Salud Y Desarrollo Socioeconómico, El Otoao"
WGII,2,COVID-19,Coronavirus Disease 2019
WGII,1,CPA,Conservation Priority Areas
WGII,1,CPI,Climate Policy Initiative / Climate Policy Integration
WGII,1,CRC,Climate Resilient City
WGII,3,CRD,Climate Resilient Development
WGII,2,CRDP,Climate Resilient Development Pathway
WGII,1,CRFS,City Region Food System
WGII,1,CRGE,Climate Resilient Green Economy
WGII,1,CRIDA,Climate Risk Informed Decision Analysis
WGII,2,CRM,Climate Risk Management
WGII,1,CRO,Chief Resilience Officer
WGII,1,CRS,Climate Regime Shifts
WGII,2,CS,Climate Services
WGII,3,CSA,Central and South American / Climate-Smart Agriculture
WGII,1,CSF,Climate-Smart Forestry
WGII,3,CSIRO,Commonwealth Scientific Industrial and Research Organisation
WGII,1,CSOs,Combined Sewer Overflows
WGII,3,CSR,Climatically Suitable Region
WGII,1,CVD,Cardiovascular Disease
WGII,1,CZ,Czech Republic
WGII,2,DAC,Development Assistance Committee
WGII,5,DACCS,Direct Air Carbon Capture and Storage
WGII,1,DAE,Direct Access Entities
WGII,1,DAI,Dangerous Anthropogenic Interference
WGII,4,DALY,Disability-Adjusted Life Year
WGII,1,DAPP,Dynamic Adaptive Pathways Planning
WGII,2,DBH,Diameter at Breast Height
WGII,1,DCCEE,"Department of Climate Change, Energy and Efficiency"
WGII,1,DE,Germany
WGII,1,DEA,Data Envelopment Analysis
WGII,1,DEHP,Department of Environment and Heritage Protection
WGII,1,DELWP,"Department of Environment, Land, Water and Planning"
WGII,1,DEM,Digital Elevation Model
WGII,1,DENR,Department of Environment and Natural Resources
WGII,1,DES,Department of Environment and Science
WGII,1,DESA,Department of Economic and Social Affairs
WGII,1,DFIs,Development Finance Institutions
WGII,1,DGVMs,Dynamic Global Vegetation Models
WGII,2,DHW,Degree Heating Weeks
WGII,1,DINA,Drought Impact and Needs Assessment
WGII,1,DISER,"Department of Industry, Science, Energy and Resources"
WGII,1,DIY,Do It Yourself
WGII,1,DMDU,Decision-Making under Deep Uncertainty
WGII,2,DOC,Dissolved Organic Carbon / Department of Conservation
WGII,1,DOM,Dissolved Organic Matter
WGII,1,DRC,Democratic Republic of Congo
WGII,1,DRFIP,Disaster Risk Financing and Insurance Program
WGII,5,DRM,Disaster Risk Management
WGII,2,DRR,Disaster Risk Reduction
WGII,1,DSR,Direct-Seeded Rice
WGII,2,E,Exposure
WGII,2,EAD,Expected Annual Damages
WGII,4,EAIS,East Antarctic Ice Sheet
WGII,5,EbA,Ecosystem-Based Adaptation
WGII,2,EBM,Ecosystem-Based Management
WGII,1,EBS,Eastern Bering Sea
WGII,1,EBSA,Ecologically and Biologically Significant Areas
WGII,3,EBUS,Eastern Boundary Upwelling System
WGII,3,EC,End-Century
WGII,1,ECB,European Central Bank
WGII,1,ECOSOC,Economic and Social Council of the United Nations
WGII,4,ECS,Equilibrium Climate Sensitivity
WGII,2,ECWL,Extreme Coastal Water Level
WGII,1,EDCD,European Centre for Disease Prevention and Control
WGII,1,EDRM,Emergency and Disaster Risk Management
WGII,4,EEA,European Environment Agency
WGII,2,EEU,Eastern Europe
WGII,2,EEZ,Exclusive Economic Zone
WGII,1,EFRs,Environmental Flow Requirements
WGII,1,EIA,Energy Information Administration
WGII,1,EKC,Environmental Kuznets Curve
WGII,1,ENACTS,East Africa and the West African Sahel
WGII,5,ENSO,El Niño-Southern Oscillation
WGII,2,EP,Environmental Peacebuilding
WGII,3,ES,Expected Shortfall / Spain
WGII,3,ESA,European Space Agency
WGII,3,ESA CCI,European Space Agency Climate Change Initiative
WGII,2,ESAF,East Southern Africa
WGII,1,ESCC,Earth Systems and Climate Change
WGII,1,ESCI,Electricity Sector Climate Information
WGII,2,ESD,Education for Sustainable Development
WGII,5,ESL,Extreme Sea Level
WGII,6,ESM,Earth System Model
WGII,1,ESW,Economic and Sector Work
WGII,2,ESWL,Extreme Still Water Level
WGII,2,ET,Evapotranspiration
WGII,3,ETC,Extra-Tropical Cyclone
WGII,2,ETWL,Extreme Total Water Level
WGII,5,EU,European Union
WGII,4,EV,Electric Vehicle
WGII,3,EW,Enhanced Weathering
WGII,1,EWFD,European Water Framework Directive
WGII,4,EWS,Early Warning System
WGII,2,FACE,Free-Air Carbon Dioxide Enrichment
WGII,5,FAO,Food and Agriculture Organization
WGII,4,FAQ,Frequently Asked Questions
WGII,2,FAR,Financing for Adaptation and Resilience / Fraction of Attributable Risks
WGII,1,FBD,Food-Borne Disease
WGII,1,FEDURP,Federation of the Urban and Rural Poor
WGII,2,FEMA,Federal Emergency Management Agency
WGII,1,FEW,Food–Energy–Water
WGII,2,FFDI,Forest Fire Danger Index
WGII,1,Fish-MIP,Fisheries and Marine Ecosystem Model Intercomparison Project
WGII,2,FLW,Food Loss and Waste
WGII,1,FMU,Forest Management Unit
WGII,1,FPIC,Free Prior and Informed Consent
WGII,1,FR,France
WGII,3,FSC,Forest Stewardship Council
WGII,1,FW,Fire Weather
WGII,2,FWL,Freshwater Lens
WGII,1,FYROM,North Macedonia
WGII,1,G20,Group of Twenty
WGII,1,GAMI,Global Adaptation Mapping Initiative
WGII,1,GAST,Global Mean Surface Air Temperature
WGII,3,GBAM,Ground-Based Albedo Modification
WGII,1,GBCA,Green Building Council of Australia
WGII,1,GBP,Great Britain Pound
WGII,1,GBR,Great Barrier Reef
WGII,1,GBRMPA,Great Barrier Reef Marine Park Authority
WGII,3,GCF,Green Climate Fund
WGII,5,GCM,General Circulation Model / Global Climate Model
WGII,2,GDD,Growing Degree Days
WGII,1,GDE,Groundwater-Dependent Ecosystem
WGII,7,GDP,Gross Domestic Product
WGII,3,GEF,Global Environment Facility
WGII,3,GHA,Greater Horn of Africa
WGII,6,GHG,Greenhouse Gas
WGII,3,GHM,Global Hydrological Model
WGII,1,GI,Gastrointestinal
WGII,4,GIS,Geographic Information System
WGII,1,GLEON,Global Lakes Ecological Observatory Network
WGII,3,GLOF,Glacial Lake Outburst Flood
WGII,4,GM,Genetically Modified / Global Monsoon
WGII,5,GMSL,Global Mean Sea Level
WGII,1,GMSLR,Global Mean Sea Level Rise
WGII,5,GMST,Global Mean Surface Temperature
WGII,3,GMT,Global Mean Temperature
WGII,1,GNDR,Global Network of Civil Society Organisations for Disaster Reduction
WGII,1,GNH,Gross National Happiness
WGII,1,GOA-ON,Global Ocean Acidification Observing Network
WGII,2,GPCC,Global Precipitation Climatology Centre
WGII,2,GPG,Good Practice Guidance
WGII,5,GPP,Gross Primary Production
WGII,1,GQL,Good Quality of Life
WGII,3,GRACE,Gravity Recovery and Climate Experiment
WGII,1,GRDC,Global Runoff Data Centre
WGII,4,GSAT,Global Surface Air Temperature
WGII,2,GW,Gigawatt
WGII,3,GWL,Global Warming Level
WGII,6,GWP,Global Warming Potential
WGII,1,GWR,Geographically Weighted Regression
WGII,1,GWRC,Greater Wellington Regional Council
WGII,1,GWSHP,Groundwater-Source Heat Pumps
WGII,1,GWSI,Global Water Security Index
WGII,1,H,Hazard
WGII,2,HAB,Harmful Algal Bloom
WGII,2,HadCM3,Hadley Center Coupled Model
WGII,2,HAP,Heat Action Plan
WGII,1,HCSA,High Carbon Stock Areas
WGII,1,HCVA,High Conservation Value Areas
WGII,1,HDD,Heat Degree Days
WGII,3,HDI,Human Development Index
WGII,1,HDSR,Health and Disability System Review
WGII,1,HELP,High Level Experts and Leaders Panel
WGII,4,HFC,Hydrofluorocarbon
WGII,1,HFRS,Haemorrhagic Fever with Renal Syndrome
WGII,1,HIV,Human Immunodeficiency Virus
WGII,3,HKH,Hindu Kush Himalaya
WGII,1,HLD,High Latitude Dust
WGII,1,HNPP,Herbaceous Net Primary Productivity
WGII,1,HPLE,High Level Panel of Experts
WGII,1,HRBA,Human Rights-Based Approach
WGII,2,HVAC,"Heating, Ventilation and Air Conditioning"
WGII,4,IAM,Integrated Assessment Model
WGII,1,IAS,Invasive Alien Species
WGII,1,IBAI,Index-Based Agricultural Insurance
WGII,1,ICA,Insurance Council of Australia
WGII,2,ICLEI,Local Governments for Sustainability
WGII,2,ICM,Integrated Coastal Management
WGII,1,ICNZ,Insurance Council of New Zealand
WGII,1,ICRI,International Coral Reef Initiative
WGII,4,ICT,Information and Communications Technology
WGII,1,ICV,Instituto Centro de Vida
WGII,2,ICZM,Integrated Coastal Zone Management
WGII,1,ID,Insufficient Data
WGII,1,IDF,International Diabetes Foundation
WGII,1,IDMC,Internal Displacement Monitoring Centre
WGII,1,IDP,Internally Displaced People
WGII,5,IEA,International Energy Agency
WGII,3,IFPRI,International Food Policy Research Institute
WGII,3,IGCC,Investor Group on Climate Change
WGII,2,IHME,Institute for Health Metrics and Evaluation
WGII,1,IIED,International Institute for Environment and Development
WGII,1,IISD,International Institute for Sustainable Development
WGII,3,IK,Indigenous Knowledge
WGII,1,IKLK,Indigenous Knowledge and Local Knowledge
WGII,3,iLUC,Indirect Land-Use Change
WGII,3,IMF,International Monetary Fund
WGII,3,INDC,Intended Nationally Determined Contributions
WGII,4,IOD,Indian Ocean Dipole
WGII,3,IoT,Internet of Things
WGII,5,IPBES,Intergovernmental Science Policy Platform on Biodiversity and Ecosystem Services
WGII,6,IPCC,Intergovernmental Panel on Climate Change
WGII,1,IPLC,Indigenous Peoples and Local Communities
WGII,4,IPO,Inter-Decadal Pacific Oscillation
WGII,2,IQR,Interquartile Range
WGII,1,IRGC,International Risk Governance Council
WGII,1,IS,Ice Sheet
WGII,3,ISIMIP,Inter-Sectoral Impacts Model Intercomparison Project
WGII,1,ISME,International Society for Mangrove Ecosystems
WGII,3,ISO,International Organization for Standardization
WGII,1,IT,Italy
WGII,3,IUCN,International Union for the Conservation of Nature
WGII,1,IUWN,Integrated Urban Water Management
WGII,1,IVA,Integrated Vulnerability Assessments
WGII,1,IWGIA,International Work Group for Indigenous Affairs
WGII,3,IWRM,Integrated Water Resource Management
WGII,3,JRC,Joint Research Centre
WGII,1,"K1, K2, K3",Mountain Delineations
WGII,1,KNOMAD,Knowledge Partnership on Migration and Development
WGII,2,KR,Key Risk
WGII,3,L&D,Losses and Damages
WGII,3,LAI,Leaf Area Index
WGII,3,LCOE,Levelised Costs of Electricity
WGII,1,LCP,Local Community Perception
WGII,1,LC-PUFAs,Long-Chain Polyunsaturated Fatty Acids
WGII,4,LDC,Least Developed Countries
WGII,2,LDCF,Least Developed Country Fund
WGII,3,LDN,Land Degradation Neutrality
WGII,2,LECZ,Low-Elevation Coastal Zone
WGII,2,LEDS,Low Emission Development Strategies
WGII,1,LEED,Leadership in Energy and Environmental Design
WGII,1,LEED-ND,Leadership in Energy and Environmental Design–Neighbourhood Design
WGII,1,LGBTQI,"Lesbian, Gay, Bisexual, Transgender, Queer, Intersex"
WGII,1,LGNZ,Local Government of New Zealand
WGII,1,LI,Lithuania
WGII,4,LIG,Last Interglacial
WGII,1,LIMIC,Low-Income and Medium-Income Countries
WGII,4,LK,Local Knowledge
WGII,2,LMMA,Locally Managed Marine Area
WGII,2,LSLA,Large-Scale Land Acquisition
WGII,1,LTP,Long-Term Plan
WGII,1,LU,Luxembourg
WGII,5,LUC,Land-Use Change
WGII,2,LULUC,Land Use and Land-Use Change
WGII,6,LULUCF,"Land Use, Land-Use Change and Forestry"
WGII,1,m w.e.,Meter Water Equivalent
WGII,1,M&C,Monitoring and Evaluation
WGII,1,m.a.s.l.,Metres Above Sea Level
WGII,1,MAP,Mediterranean Action Plan / Municipal Adaptation Plan
WGII,2,MAR,Managed Aquifer Recharge
WGII,1,MBIE,"Ministry of Business, Innovation and Employment"
WGII,1,MC,Mid-Century
WGII,4,MCB,Marine Cloud Brightening
WGII,2,MCDA,Multi-Criteria Decision Analysis
WGII,1,MCP,Maximum Catch Potential
WGII,1,MCPP,Municipal Climate Protection Programme
WGII,1,MD,Mega-Drought
WGII,3,MDB,Multi-Lateral Development Bank / Murray–Darling Basin
WGII,2,MDG,Millennium Development Goal
WGII,4,MEA,Millennium Ecosystem Assessment
WGII,1,MEASO,Marine Ecosystem Assessment for the Southern Ocean
WGII,4,MED,Mediterranean
WGII,1,MEE,Ministry of Ecology and Environment
WGII,1,MEFF,Mediterranean Flood Fatalities Database
WGII,1,MeHg,Methylmercury
WGII,1,MEL,"Monitoring, Evaluation and Learning"
WGII,2,MENA,Middle East and North Africa
WGII,1,MERI,"Monitoring, Evaluation, Reporting and Improvement"
WGII,1,MERS,Middle East Respiratory Syndrome
WGII,1,MfE,Ministry for the Environment
WGII,1,MFP,Multistakeholder Forestry Programme
WGII,1,MGNREGA,Mahatma Gandhi National Rural Employment Guarantee Act
WGII,3,MHW,Marine Heatwaves
WGII,1,MI,Myocardial Infarction
WGII,1,MIPs,Model Intercomparison Projects
WGII,4,MISI,Marine Ice Sheet Instability
WGII,1,MMT,Minimum Mortality Temperature
WGII,3,MODIS,Moderate Resolution Imaging Spectroradiometer
WGII,3,MPA,Marine-Protected Area
WGII,3,MPI,Multidimensional Poverty Index
WGII,5,MRV,"Monitoring, Reporting and Verification"
WGII,1,MSFD,Marine Strategy Framework Directive
WGII,2,MSL,Mean Sea Level
WGII,1,MSP,Marine Spatial Planning
WGII,1,MSRI,Modified System of Rice Intensification
WGII,1,MSSD,Mediterranean Strategy for Sustainable Development
WGII,2,MSY,Maximum Sustainable Yields
WGII,1,MTE,Mediterranean-Type Ecosystems
WGII,1,NAF,North Africa and Middle East
WGII,1,NAHS,National Aboriginal Health Strategy
WGII,3,NAO,North Atlantic Oscillation
WGII,5,NAP,National Adaptation Plan
WGII,2,NAPA,National Adaptation Programmes of Action
WGII,2,NAS,National Adaptation Strategy
WGII,1,NBI,Nile Basin Initiative
WGII,3,NbS,Nature-Based Solutions
WGII,2,NCCARF,National Climate Change Adaptation Research Facility
WGII,1,NCCRS,National Climate Change Response Strategy
WGII,2,NCD,Non-Communicable Disease
WGII,2,NCEI,National Centers for Environmental Information
WGII,3,NCP,Nature's Contribution to People
WGII,6,NDC,Nationally Determined Contributions
WGII,3,NDVI,Normalised Difference Vegetation Index
WGII,1,NE,Northeast
WGII,2,NELD,Non-Economic Loss and Damage
WGII,2,NEP,Net Ecosystem Production
WGII,1,NESP,National Environmental Science Program
WGII,3,NEU,Northern Europe
WGII,1,NEUS,European Arctic Waters
WGII,1,NF,Near Future
WGII,1,NFM,Natural Flood Management
WGII,5,NGO,Non-Governmental Organisation
WGII,1,NHS,National Health Service
WGII,1,NIES,National Institute for Environmental Studies
WGII,1,NIWA,National Institute of Water and Air
WGII,1,NL,Netherlands
WGII,1,NMHS,National Meteorological and Hydrological Services
WGII,5,NPP,Net Primary Production / Nuclear Power Plants
WGII,2,NSR,Northern Sea Route
WGII,1,NSW,New South Wales
WGII,1,NTDs,Neglected Tropical Diseases
WGII,1,NTFPs,Non-Timber Forest Products
WGII,2,NUA,New Urban Agenda
WGII,1,NWP,Northwest Passages
WGII,2,NWS,Northwestern South America
WGII,1,NYCEDC,New York City Economic Development Corporation
WGII,2,NZ,New Zealand
WGII,1,NZCFSF,New Zealand Centre for Sustainable Finance
WGII,5,OA,Ocean Acidification
WGII,2,OAC,Ocean Albedo Change
WGII,1,OCLTT,Capacity-Limited Thermal Tolerance
WGII,2,ODA,Official Development Assistance
WGII,5,OECD,Organisation for Economic Co-Operation and Development
WGII,1,OECM,Other Effective Area-Based Conservation Measures
WGII,1,OEH,Office of Environment and Heritage
WGII,1,OHRLLS,"United Nations Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States"
WGII,1,OMVS,Senegal River Basin Organisation
WGII,2,OMZ,Oxygen Minimum Zones
WGII,1,OSPAR,Convention for the Protection of the Marine Environment of the North-East Atlantic
WGII,1,OW,The Office of Water
WGII,3,PA,Partnership Agreement / Protected Area
WGII,1,PACJA,Pan Africa Climate Justice Alliance
WGII,1,PAGCC,Gender and Climate Change Action Plans
WGII,1,Pas,Protected Areas
WGII,1,PCB,Polychlorinated Biphenyl
WGII,1,PCE,Parliamentary Commissioner for the Environment
WGII,2,pCO2,Partial Pressure of Carbon Dioxide
WGII,3,PDO,Pacific Decadal Oscillation
WGII,1,PDRC,People's Democratic Republic of Congo
WGII,1,PDS,Public Distribution System
WGII,3,PDSI,Palmer Drought Severity Index
WGII,2,PE,Asked for Expansion
WGII,3,PEFC,Program for the Endorsement of Forest Certification
